상권_코드,상권명,총_유동인구,야간_17_24시,야간_18_01시,야간_19_02시,최적야간구간_17-24시,최고요일_수,주말_평균,주중_평균
3110604,신월4동주민센터,1086514,304390,318063.3333333333,331736.6666666666,304390,152228,157765.5,154197.2
3110603,지향초등학교,93879,25936,26873.5,27811.0,25936,13449,13540.0,13359.6
3110602,신월시영아파트중문,193458,61256,58660.416666666664,56064.83333333333,61256,27238,28640.5,27235.4
3110601,신월1동우편취급국,1502804,436082,453177.1666666666,470272.3333333333,436082,208405,224575.0,210731.0
3110600,신월7동주민센터,453953,140547,142060.75,143574.5,140547,62380,69962.0,62805.8
3110599,신월1파출소,924827,274121,278147.75,282174.5,274121,127455,140377.0,128814.6
3110598,신월문화체육센터,556481,181565,179329.66666666666,177094.3333333333,181565,77513,83152.0,78035.8
3110597,신월1동주민센터,1149701,325994,338813.9166666667,351633.8333333333,325994,159050,171524.5,161330.2
3110596,서서울호수공원,613167,178892,183906.41666666663,188920.8333333333,178892,86256,91487.0,86038.6
3110595,메디힐병원,689496,202616,203771.5,204927.0,202616,96916,101500.5,97299.2
3110594,신월중학교,336591,95883,95282.16666666669,94681.33333333331,95883,48192,47807.0,48195.0
3110593,신월3동주민센터,1018425,281033,294857.1666666667,308681.3333333333,281033,142212,149334.5,143950.6
3110592,서울금융고등학교,240892,72469,70792.33333333333,69115.66666666666,72469,34682,34023.5,34569.6
3110591,충정로역 6번,892172,236760,238571.66666666663,240383.3333333333,236760,140036,106761.0,135729.8
3110590,만리재,1555320,464461,469222.8333333333,473984.6666666666,464461,220355,224102.0,221423.4
3110589,애오개역 3번,142093,39874,41432.5,42991.0,39874,19982,20702.0,20138.4
3110588,한겨레신문사,1050078,287902,301145.1666666667,314388.3333333333,287902,148534,152675.5,148945.6
3110587,공덕동주민센터,616536,184200,181315.58333333337,178431.16666666666,184200,87949,90509.0,87103.8
3110586,서울서부지방법원,1735130,493134,507279.4166666666,521424.8333333333,493134,250056,244698.5,249146.8
3110585,마포경찰서,93476,31197,27797.25,24397.5,31197,13782,12492.0,13698.2
3110584,아현역 4번,100786,30066,29862.083333333332,29658.166666666664,30066,14510,14341.0,14421.0
3110583,공덕래미안3차아파트,396993,110301,101353.83333333331,92406.66666666666,110301,64824,41963.0,62613.4
3110582,이대역 5번,448046,122253,127628.08333333331,133003.16666666666,122253,63280,65723.5,63320.0
3110581,염리초등학교,125900,36716,34021.25,31326.5,36716,20187,14321.0,19451.8
3110580,양원초등학교,894453,249897,258142.41666666663,266387.8333333333,249897,128394,127828.5,127758.8
3110579,마포역 4번,373142,106513,108482.58333333331,110452.16666666666,106513,53512,53657.5,53165.0
3110578,대흥역 2번,2622423,821482,807232.25,792982.5,821482,381358,361717.0,379798.2
3110577,용강동주민센터,539361,173856,166442.83333333334,159029.66666666666,173856,76719,77654.0,76810.2
3110576,대흥역 3번,837971,296289,269284.9166666667,242280.8333333333,296289,126856,109450.0,123814.4
3110575,대흥동주민센터,1062351,262709,290720.25,318731.5,262709,154125,149440.0,152694.0
3110574,서강대학교,67040,21563,19510.333333333332,17457.666666666668,21563,10037,9518.0,9601.0
3110573,신촌역 6번,102980,28404,27587.583333333332,26771.166666666664,28404,15677,13458.5,15212.2
3110572,서강대역 1번,1986559,577124,569543.25,561962.5,577124,292314,277246.0,286413.4
3110571,신수동주민센터,529142,152644,153795.33333333334,154946.66666666666,152644,73024,78469.0,74440.4
3110570,KB국민은행 서강지점,220862,64458,64064.666666666664,63671.33333333333,64458,31449,31201.0,31692.0
3110569,홍대땡땡거리,791080,237997,234243.91666666663,230490.8333333333,237997,112028,118472.0,110827.2
3110568,광흥창역 1번,399539,114253,113334.0,112415.0,114253,58681,55570.5,57679.8
3110567,광흥창역 6번,341715,110356,101725.16666666669,93094.33333333331,110356,48388,50024.0,48333.8
3110566,경의선책거리,1463035,489361,446962.5833333333,404564.1666666666,489361,201800,229215.0,200920.8
3110565,홍익대,410597,110508,113528.25,116548.5,110508,59009,59706.5,58236.6
3110564,홍대입구역 3번,999526,387095,336846.0,286597.0,387095,136551,162441.0,134928.8
3110563,상수역 3번,191122,58552,57265.916666666664,55979.83333333333,58552,26995,28354.0,26883.0
3110562,연트럴파크(연남동주민센터),1041222,352254,334136.6666666667,316019.3333333333,352254,138751,168465.0,140858.4
3110561,상수역 4번,775556,230556,232224.41666666663,233892.8333333333,230556,110969,111437.0,110536.4
3110560,마포FM,870927,234503,244700.25,254897.5,234503,125804,120998.5,125786.4
3110559,성산중학교,897924,276186,269028.1666666667,261870.3333333333,276186,129023,128071.5,128356.2
3110558,경성고등학교,2795490,798305,820676.9166666666,843048.8333333333,798305,395769,407877.5,395947.0
3110557,홍대부속여중고앞,875334,239059,244583.16666666663,250107.3333333333,239059,126161,122307.5,126143.8
3110556,절두산순교성지,207270,58412,55629.25,52846.5,58412,29887,29941.5,29477.6
3110555,홍익지구대,266526,82793,78320.16666666667,73847.33333333333,82793,40192,34960.0,39321.0
3110554,망원역 1번,1001161,318664,295626.3333333333,272588.6666666667,318664,154703,125576.0,150002.2
3110553,가좌역 2번,1019353,296281,305586.5833333333,314892.1666666666,296281,143179,150213.5,143786.0
3110552,성미산체육관,586425,159517,158079.5,156642.0,159517,84779,82313.0,84359.6
3110551,성서초등학교,1156475,312975,331022.9166666667,349070.8333333333,312975,162744,169506.0,163492.2
3110550,합정역 8번,1363033,433480,422312.75,411145.5,433480,193196,198249.5,193307.2
3110549,새터산,845061,254453,254539.25,254625.5,254453,117533,128206.5,117729.6
3110548,마포구청역 4번,1041673,319282,314934.5,310587.0,319282,148867,151765.5,147628.4
3110547,KB국민은행 망원동지점,1025392,333072,322179.1666666667,311286.3333333333,333072,143334,151960.0,144294.4
3110546,양화대교북단,759840,200143,213665.25,227187.5,200143,106896,110585.5,107734.0
3110545,마포구청역 1번,588119,161928,171360.66666666666,180793.3333333333,161928,82880,85339.5,83488.0
3110544,망리단길,5597218,1682450,1720738.75,1759027.5,1682450,766225,863916.0,773877.2
3110543,중암중학교,145658,41769,42558.166666666664,43347.33333333333,41769,20091,21606.5,20488.8
3110542,마포구청역 7번,1419364,409977,420864.1666666666,431751.3333333333,409977,196556,210325.0,199743.2
3110541,동교초등학교,1137688,342291,350355.5833333333,358420.1666666666,342291,156034,173506.0,158135.0
3110540,망원나들목체육관,550773,154134,162906.5,171679.0,154134,75216,85350.5,76014.4
3110539,미근동,321579,76181,68162.33333333333,60143.666666666664,76181,59388,21906.5,55553.0
3110538,충정로역 3번,328521,90736,86986.5,83237.0,90736,52990,37285.0,50790.6
3110537,충정로현대아파트,470607,123411,111319.5,99228.0,123411,81286,42455.0,77139.2
3110536,돈의문센트레빌아파트입구,123186,39005,36252.25,33499.5,39005,19076,14637.5,18782.2
3110535,영천시장입구,1054504,304170,312420.0,320670.0,304170,152946,146275.5,152390.6
3110534,경기대학교,649505,171625,179455.66666666666,187286.3333333333,171625,94578,89728.0,94009.8
3110533,충정로역 7번,5280132,1271949,1251306.25,1230663.5,1271949,905052,491271.5,859518.0
3110532,아현역 2번,1052206,306809,292936.75,279064.5,306809,164741,129230.0,158749.8
3110531,홍지문,8763,2554,2509.5,2465.0,2554,1282,1231.5,1259.2
3110530,아현역 1번,214819,60730,63164.25,65598.5,60730,30905,30517.5,30756.6
3110529,홍제3동주민센터,1066541,324392,324193.1666666667,323994.3333333333,324392,147026,159989.0,149312.8
3110528,서울여자간호대학교,853986,262527,260986.91666666663,259446.8333333333,262527,122306,121568.5,122169.8
3110527,홍제역 2번,473219,141900,143750.75,145601.5,141900,64560,72118.0,65796.2
3110526,봉원사,130050,31137,31247.416666666664,31357.833333333332,31137,20283,15588.0,19774.6
3110525,홍은종합사회복지관,362516,117372,111679.16666666669,105986.33333333331,117372,50547,54624.5,50654.0
3110524,연희세브란스병원,141172,32321,29282.333333333332,26243.666666666664,32321,25389,11490.0,23638.4
3110523,홍제성원아파트,66763,17733,19286.5,20840.0,17733,8942,10125.0,9302.4
3110522,홍제역 3번,301549,101902,98362.25,94822.5,101902,44323,40803.0,43988.6
3110521,홍제역 4번,668883,203350,201435.41666666663,199520.8333333333,203350,93535,98007.0,94573.2
3110520,경의중앙 신촌역,718504,228970,220462.08333333337,211954.16666666663,228970,103386,104206.0,102018.4
3110519,서대문구보건소별관,1355873,372359,395065.3333333333,417771.6666666666,372359,187089,201927.0,190403.4
3110518,서대문구청,20228,5583,5746.166666666667,5909.333333333333,5583,2891,2863.5,2900.4
3110517,서대문소방서,255459,73939,71255.08333333333,68571.16666666666,73939,37360,35423.0,36922.4
3110516,정원여중,98594,29189,28759.833333333332,28330.666666666664,29189,13653,14928.5,13747.0
3110515,홍은중학교,291265,76175,80328.25,84481.5,76175,39249,45029.0,40241.2
3110514,서대문우체국,703752,219556,220586.83333333337,221617.66666666663,219556,99977,102037.5,99935.0
3110513,연희파출소,242301,71846,67638.58333333333,63431.166666666664,71846,36801,30761.5,36155.2
3110512,연희지하차도,815413,221161,228532.91666666663,235904.8333333333,221161,116010,116763.5,116377.2
3110511,연희초등학교,883975,249612,258656.91666666663,267701.8333333333,249612,130038,123045.0,127576.8
3110510,홍연시장,1003114,259105,277000.6666666667,294896.3333333333,259105,136977,150241.5,140526.8
3110509,연희대우아파트앞,928080,270381,273478.6666666667,276576.3333333333,270381,127498,141301.0,129095.8
3110508,서연중학교,779148,225205,226154.91666666663,227104.8333333333,225205,110356,113725.5,110339.4
3110507,명지대학교,1626657,510928,501048.4166666667,491168.8333333333,510928,237253,227859.5,234188.0
3110506,연희임광아파트,190062,59823,57080.416666666664,54337.83333333333,59823,26555,28560.5,26588.2
3110505,홍남교남측,39105,10608,10347.75,10087.5,10608,5254,6245.0,5323.0
3110504,명지전문대,119153,34027,34636.75,35246.5,34027,16688,17408.5,16867.2
3110503,명지대학교교회,1522242,417366,431487.25,445608.5,417366,220678,212026.5,219637.8
3110502,남가좌파출소,2131180,631829,642193.5833333334,652558.1666666666,631829,302765,314180.0,300564.4
3110501,연희어린이공원,219419,59992,61333.666666666664,62675.33333333333,59992,30155,32738.5,30788.6
3110500,남가좌동현대아파트,136387,45583,41134.583333333336,36686.166666666664,45583,18904,21705.0,18594.8
3110499,연가초등학교,2177012,588465,618508.5833333334,648552.1666666666,588465,302728,323085.5,306168.0
3110498,증산역 1번,2449736,756682,772466.5833333334,788251.1666666666,756682,345037,362280.5,345035.2
3110497,가좌역 3번,97831,31820,29135.833333333332,26451.666666666664,31820,13449,14893.5,13609.0
3110496,모래내우체국,848425,274880,271200.1666666667,267520.3333333333,274880,118292,126044.5,119267.2
3110495,북가좌2동주민센터,1098289,324199,333841.25,343483.5,324199,152291,165334.5,153524.6
3110494,증산3교남측,226793,64744,66572.33333333333,68400.66666666666,64744,30596,34691.5,31482.6
3110493,북가좌초등학교,297990,112886,106205.58333333331,99525.16666666666,112886,41200,44601.0,41757.6
3110492,하나고등학교,11405,3701,3416.0833333333335,3131.1666666666665,3701,1581,1733.0,1587.8
3110491,불광중학교,82332,26137,25873.0,25609.0,26137,11334,12675.0,11396.4
3110490,녹번동근린공원,551609,151706,160213.91666666666,168721.8333333333,151706,78037,79486.5,78527.2
3110489,불광역 3번,494336,149432,149632.25,149832.5,149432,70557,71267.5,70360.2
3110488,우리은행응암동지점,386082,128233,121837.41666666669,115441.83333333331,128233,54277,57500.0,54216.8
3110487,불광역 8번,141888,45366,41876.25,38386.5,45366,19829,21567.5,19751.0
3110486,은평구청,669486,213896,210125.33333333337,206354.66666666663,213896,98949,89756.5,97995.0
3110485,연신내우체국,598050,167899,176954.66666666666,186010.3333333333,167899,82870,87605.5,84567.4
3110484,역촌역 3번,1427115,406155,424662.1666666666,443169.3333333333,406155,195462,216234.5,198929.2
3110483,연천초등학교,620264,167237,179433.0,191629.0,167237,85041,91484.0,87459.4
3110482,연신초등학교,331677,95714,100077.5,104441.0,95714,46534,47562.5,47310.2
3110481,불광역 7번,3403737,1040120,1062384.1666666667,1084648.3333333333,1040120,480159,492572.5,483718.6
3110480,연신내역 3번,252417,76393,76725.75,77058.5,76393,34366,38521.0,35075.2
3110479,연신내역 2번,1101311,314868,326060.5833333333,337253.1666666666,314868,153897,164787.0,154347.4
3110478,응암1동주민센터,286694,87622,89087.16666666667,90552.33333333331,87622,40135,42369.0,40391.4
3110477,은평세무서,435941,128127,127529.58333333331,126932.16666666666,128127,60994,63585.5,61753.6
3110476,역촌역 2번,78314,23622,24259.833333333332,24897.666666666664,23622,10614,12197.0,10784.2
3110475,백련산해모로아파트,458716,131372,137545.66666666666,143719.3333333333,131372,62450,68561.0,64318.6
3110474,세명컴퓨터고등학교,897498,257519,269812.3333333333,282105.6666666666,257519,124679,134471.5,125711.0
3110473,구산역 1번,1746148,525301,531220.0833333334,537139.1666666666,525301,243452,258921.5,245661.0
3110472,연신내역 4번,1425775,437912,437329.8333333333,436747.6666666666,437912,197095,213705.0,199673.2
3110471,응암동우체국,1453048,425315,450558.1666666666,475801.3333333333,425315,202898,213131.5,205357.0
3110470,신진과학기술고등학교,674225,201205,205086.41666666663,208967.8333333333,201205,93507,101764.0,94139.6
3110469,응암정보도서관,1575958,453261,463239.5833333333,473218.1666666666,453261,218673,234243.0,221494.2
3110468,응암역 3번,3019571,911393,922257.6666666666,933122.3333333333,911393,417750,456069.5,421486.4
3110467,은평요양병원,523891,161848,158350.33333333334,154852.66666666666,161848,70557,81580.5,72146.2
3110466,구산역 2번,1018687,296874,307913.25,318952.5,296874,139345,153284.5,142423.6
3110465,연신내역 7번,1365916,458667,439041.5833333333,419416.1666666666,458667,194562,198861.0,193638.4
3110464,연신내역 5번,487855,157291,158749.16666666666,160207.3333333333,157291,66980,72498.0,68571.8
3110463,응암3동주민센터,710529,234227,228394.75,222562.5,234227,101216,103200.0,100825.4
3110462,갈현건영아파트,511844,140013,148481.58333333334,156950.16666666666,140013,68870,79022.5,70759.6
3110461,새절역 2번,253625,87325,80290.41666666667,73255.83333333333,87325,36054,36504.5,36123.0
3110460,구산역 4번,1507105,449649,455614.8333333333,461580.6666666666,449649,208082,226604.5,210779.2
3110459,응암역 2번,1114459,349351,346464.3333333333,343577.6666666666,349351,156186,167390.0,155935.6
3110458,선일여고,1031120,290409,304433.0833333333,318457.1666666666,290409,146025,147997.0,147025.4
3110457,예일여고,568846,165616,170912.58333333334,176209.16666666666,165616,79844,83821.5,80240.4
3110456,구산보건지소,1559271,433664,453061.1666666666,472458.3333333333,433664,215134,234286.0,218139.8
3110455,역촌노인복지관,1608067,455149,478826.25,502503.5,455149,222867,238724.5,226123.2
3110454,선정중학교,1343867,365283,391481.5833333333,417680.1666666666,365283,186889,196909.5,190009.8
3110453,신사1동주민센터,1282804,368812,388948.6666666666,409085.3333333333,368812,178976,189347.5,180821.6
3110452,새절역 3번,718161,221998,217576.91666666663,213155.8333333333,221998,99389,107436.0,100657.2
3110451,증산역 4번,1004823,292233,304489.25,316745.5,292233,137750,150679.0,140693.2
3110450,시립서북병원,1644312,460114,480079.25,500044.5,460114,228001,244499.5,231062.2
3110449,증산역 3번,859619,237174,250657.5833333333,264141.1666666666,237174,120076,125462.0,121738.8
3110448,상신초등학교입구,443709,131341,134138.08333333334,136935.16666666666,131341,59609,70798.0,60422.2
3110447,구산초등학교,462218,141462,144592.75,147723.5,141462,61952,73059.5,63220.0
3110446,내를건너서숲으로도서관,144325,39802,39657.25,39512.5,39802,20492,20843.5,20527.8
3110445,덕산중학교,512118,140501,148222.25,155943.5,140501,68619,79303.0,70702.4
3110444,수색성당,220256,66793,67188.25,67583.5,66793,30440,33057.5,30827.8
3110443,수색역 1번,261032,73421,76766.33333333333,80111.66666666666,73421,36077,39294.5,36488.2
3110442,화랑대철도공원,123489,33595,32489.416666666664,31383.833333333332,33595,16472,19997.0,16698.8
3110441,영신여고,688036,204797,201516.08333333337,198235.16666666663,204797,95710,105196.5,95529.0
3110440,상계3동4동주민센터,263956,79199,77098.5,74998.0,79199,36615,38706.0,37308.8
3110439,당고개역 5번,966818,278145,290272.6666666667,302400.3333333333,278145,133563,143765.0,135857.6
3110438,경춘선숲길 우측,1710191,528383,528839.3333333334,529295.6666666666,528383,239344,252771.5,240929.8
3110437,당고개역 2번,1214940,409307,380867.6666666667,352428.3333333333,409307,167767,188538.0,167572.8
3110436,상계제일중학교,486050,141948,147580.25,153212.5,141948,68058,71372.5,68661.2
3110435,서울과학기술대,97433,27245,28375.583333333332,29506.166666666664,27245,14559,12850.0,14346.8
3110434,태릉입구역 4번,511467,149297,152997.08333333334,156697.16666666666,149297,71276,75461.0,72108.8
3110433,공릉역 2번,1520674,449975,471166.6666666666,492358.3333333333,449975,214465,223445.0,214757.2
3110432,대진고등학교,434253,119195,118734.16666666666,118273.33333333331,119195,62358,62318.5,61923.8
3110431,상계역,484838,177488,158681.5,139875.0,177488,65026,77896.0,65809.8
3110430,중계초등학교,92036,30164,27637.75,25111.5,30164,12936,13306.0,13085.0
3110429,공릉동 국수거리,1938349,593433,583686.5,573940.0,593433,276685,280227.0,275578.8
3110428,상계5동주민센터,3519567,1017842,1060456.4166666667,1103070.8333333333,1017842,482911,526101.0,493473.4
3110427,노원 을지대학교병원,99436,29354,27901.5,26449.0,29354,14521,14028.5,14275.4
3110426,상계2동주민센터,1692626,519854,514309.3333333333,508764.6666666666,519854,229685,263855.0,232983.0
3110425,계상초등학교,837771,270814,256237.91666666663,241661.8333333333,270814,115806,130042.0,115537.6
3110424,상계초등학교,2303267,672400,680894.0,689388.0,672400,321899,342031.5,323841.2
3110423,석계역 2번,301566,101673,96775.83333333331,91878.66666666666,101673,41594,45523.0,42104.0
3110422,노원역 9번,847800,268957,260777.5,252598.0,268957,118706,126774.5,118850.4
3110421,석계역 1번,390259,133924,126212.0,118500.0,133924,54524,58219.5,54763.8
3110420,광운대역 1번,448004,139858,134891.25,129924.5,139858,65118,63158.0,64337.6
3110419,수락산디자인거리,928456,298417,287224.0833333333,276031.1666666666,298417,126489,144180.0,128019.6
3110418,광운대학교 남단,849668,230931,232366.3333333333,233801.66666666663,230931,127529,112716.0,124847.0
3110417,월계역 3번,376240,99508,110857.75,122207.5,99508,53623,53496.0,53849.6
3110416,노원초등학교,897108,284980,271770.1666666667,258560.3333333333,284980,121741,140811.0,123097.2
3110415,수락산역 4번,2008071,614359,607658.0,600957.0,614359,273792,311245.0,277116.0
3110414,장석교회,213739,65370,64441.83333333333,63513.666666666664,65370,29808,31470.5,30159.6
3110413,누원고등학교,94554,29849,28559.25,27269.5,29849,12889,14243.0,13214.2
3110412,창동중학교,151994,45890,44641.25,43392.5,45890,21480,22486.5,21404.0
3110411,도봉역 3번,577169,179300,174750.58333333334,170201.16666666666,179300,81219,85203.5,81353.2
3110410,방학역 2번,662782,212257,200290.66666666663,188324.3333333333,212257,94518,96649.0,93896.8
3110409,창동역 2번,579468,189125,178618.91666666666,168112.8333333333,189125,79188,91161.0,79429.4
3110408,가인초등학교,352875,114740,108434.41666666669,102128.83333333331,114740,47447,57197.5,47696.2
3110407,도봉역 2번,1057384,299498,307732.5833333333,315967.1666666666,299498,146604,157241.0,148580.4
3110406,도봉산역 1번,260884,81675,76437.08333333333,71199.16666666667,81675,35580,41837.0,35442.0
3110405,방학역 1번,1599332,478993,484113.4166666666,489233.8333333333,478993,220744,241726.0,223176.2
3110404,신창초등학교,3376961,958517,1006293.8333333333,1054070.6666666665,958517,467478,500322.0,475263.4
3110403,방학1동주민센터,1227697,363127,363596.25,364065.5,363127,169356,188188.5,170264.6
3110402,도봉구 정병원,553942,166546,163292.0,160038.0,166546,76505,85599.5,76548.6
3110401,도봉구민회관,165116,55222,52008.25,48794.5,55222,22853,25136.5,22968.6
3110400,도봉구보건소,1403386,407760,410215.0833333333,412670.1666666666,407760,199135,204192.5,199000.0
3110399,창2동주민센터,1937915,549899,574614.25,599329.5,549899,271068,285714.5,273297.0
3110398,쌍문2동우체국,923775,272427,277590.0,282753.0,272427,129195,136676.5,130084.8
3110397,도봉산입구,1429212,422690,425868.1666666667,429046.3333333333,422690,194683,219315.0,198116.6
3110396,쌍문역1번(쌍리단길),841172,247310,246942.5833333333,246575.16666666663,247310,117902,123086.0,118999.8
3110395,신한은행 방학동지점,384255,116041,118056.91666666666,120072.83333333331,116041,53844,56448.5,54271.8
3110394,방학중학교,1151394,361606,359599.8333333333,357593.6666666666,361606,159161,173043.5,161061.4
3110393,국민은행방학지점,44736,15406,14111.25,12816.5,15406,6047,7132.5,6094.0
3110392,발바닥공원,106658,33918,32031.5,30145.0,33918,13868,17613.0,14287.0
3110391,샘말어린이공원,528033,147893,153253.75,158614.5,147893,71484,80958.0,73223.8
3110390,방학초등학교,555666,177877,172168.0,166459.0,177877,76279,84410.0,77368.8
3110389,한일병원,380165,124741,115394.75,106048.5,124741,51808,59515.5,52226.4
3110388,도봉우체국,763627,218383,227490.0833333333,236597.16666666663,218383,105907,114496.0,106926.8
3110387,쌍문초등학교,1609988,483074,490213.5,497353.0,483074,222528,243309.5,224673.4
3110386,연산군묘,34407,9917,9754.333333333334,9591.666666666666,9917,4471,5665.0,4615.4
3110385,효문고등학교,177903,48852,53350.5,57849.0,48852,24801,25847.5,25241.8
3110384,문이교,104864,32528,32096.916666666664,31665.833333333332,32528,14704,16036.0,14558.2
3110383,덕성여대시반거리,71712,23488,21425.833333333332,19363.666666666668,23488,10864,9468.5,10555.2
3110382,솔밭공원역 1번,541654,148969,146316.83333333334,143664.66666666666,148969,77929,76330.0,77799.2
3110381,번동주공2단지,426668,125632,121336.5,117041.0,125632,58800,64605.5,59491.0
3110380,강북문화정보도서관,625756,173154,182906.66666666663,192659.3333333333,173154,84563,96030.5,86738.8
3110379,KT&G 북부지사,140431,50403,45252.583333333336,40102.166666666664,50403,17853,24411.0,18321.2
3110378,송중동주민센터,756550,228705,236661.3333333333,244617.66666666663,228705,107793,108979.0,107718.6
3110377,미아사거리역 3번,798824,249505,235948.91666666663,222392.8333333333,249505,116429,114930.0,113793.0
3110376,수송초등학교,3327761,953577,992288.5833333333,1031000.1666666666,953577,469042,485567.5,471325.4
3110375,서울북부고용노동지청,630747,191845,191653.83333333337,191462.66666666663,191845,87734,94754.5,88247.6
3110374,송중초등학교,2715867,776633,798731.9166666666,820830.8333333333,776633,385522,390509.5,386969.6
3110373,수유역 2번,1177593,343248,346709.0833333333,350170.1666666666,343248,167739,169263.5,167813.6
3110372,강북중학교,1472963,419781,429282.0833333333,438783.1666666666,419781,206605,215806.0,208269.6
3110371,삼양입구사거리,656514,192729,192230.83333333337,191732.66666666663,192729,92977,95296.0,93184.8
3110370,도봉세무서,1234367,404998,387075.75,369153.5,404998,178955,174724.0,176983.4
3110369,성신여대운정그린캠퍼스,1277377,371403,380463.3333333333,389523.6666666666,371403,178967,192004.0,178673.6
3110368,송천초등학교,2765474,816252,830410.1666666666,844568.3333333333,816252,386761,412674.0,388025.0
3110367,강북구청,1254610,417661,403659.9166666667,389658.8333333333,417661,174233,187304.5,176000.4
3110366,광산사거리,544166,161429,165528.08333333334,169627.16666666666,161429,76353,79782.0,76920.2
3110365,미아역 5번,1830029,539353,556101.4166666666,572849.8333333333,539353,257609,271420.5,257438.0
3110364,미아역 8번,1555792,440662,444930.3333333333,449198.6666666666,440662,222827,222127.0,222307.6
3110363,송천동주민센터,235255,68335,69286.83333333333,70238.66666666666,68335,32033,35756.0,32748.6
3110362,우이천 계성교,928768,253965,271394.6666666667,288824.3333333333,253965,127561,138373.0,130404.6
3110361,삼양사거리역 1번,1197609,372204,363181.25,354158.5,372204,167518,179675.0,167652.0
3110360,수유초등학교,1246605,355358,363800.0,372242.0,355358,172255,186638.0,174665.6
3110359,수유시장옆,1540481,445953,464320.25,482687.5,445953,211667,233631.0,214643.6
3110358,인수동 우편취급국,985831,282733,290238.9166666667,297744.8333333333,282733,137875,146008.0,138762.6
3110357,가오리역 1번,1003349,347774,330753.4166666667,313732.8333333333,347774,140592,149887.5,140714.4
3110356,덕수교,885539,249059,262334.5,275610.0,249059,124259,129183.5,125434.6
3110355,삼양사거리역 2번,1576464,454231,464104.0,473977.0,454231,222380,231655.5,222630.2
3110354,삼각산119안전센터,71453,23176,22060.0,20944.0,23176,10031,10638.0,10035.4
3110353,수유동우체국,735903,242657,234957.41666666663,227257.8333333333,242657,101826,111867.5,102433.4
3110352,수유1동주민센터,1631578,469564,488896.9166666666,508229.8333333333,469564,225356,240966.0,229929.4
3110351,수유북부시장옆,577659,162394,167541.58333333334,172689.16666666666,162394,81925,82257.0,82629.0
3110350,가오리역 2번,504735,154196,155557.66666666666,156919.3333333333,154196,72566,74139.5,71291.2
3110349,화계역 2번,564485,140121,150782.66666666666,161444.3333333333,140121,77422,84062.0,79271.8
3110348,강북문화예술회관,2005385,575388,602011.5833333334,628635.1666666666,575388,284182,295609.5,282833.2
3110347,구세군강북종합사회복지관,196386,54977,58415.25,61853.5,54977,26083,31143.5,26820.2
3110346,4.19민주묘지역 2번,1021175,294548,306108.75,317669.5,294548,142001,150725.0,143945.0
3110345,솔밭공원역 2번,526128,142540,150000.08333333334,157460.16666666666,142540,71480,79858.0,73282.4
3110344,화계중학교,333098,81131,83679.58333333333,86228.16666666666,81131,49532,43936.0,49045.0
3110343,무너미어린이공원,790590,229714,236723.8333333333,243733.66666666663,229714,108124,119758.5,110214.6
3110342,국립재활원,1004365,278255,296031.1666666667,313807.3333333333,278255,138574,149799.0,140953.2
3110341,북한산우이역 2번,210754,55529,57612.25,59695.5,55529,27263,34507.0,28347.8
3110340,인수중학교,354641,97366,102464.0,107562.0,97366,49669,51745.0,50230.0
3110339,국립4.19민주묘지,32925,8070,9587.333333333332,11104.666666666666,8070,4543,4881.0,4632.6
3110338,인수초등학교,174252,42267,47232.416666666664,52197.83333333333,42267,24165,25478.0,24658.8
3110337,아카데미하우스,447456,130061,131607.33333333334,133153.66666666666,130061,62527,67978.0,62300.2
3110336,석관고등학교,396689,114636,118484.33333333331,122332.66666666666,114636,55163,58923.5,55768.2
3110335,석계역 7번,1392350,435392,434796.0,434200.0,435392,193073,207960.5,195285.6
3110334,석관중앙교회,2002766,540214,583470.8333333334,626727.6666666666,540214,278777,295325.0,282423.0
3110333,돌곶이역 5번,661842,197447,196837.25,196227.5,197447,93650,95851.5,94027.8
3110332,돌곶이역 3번,266852,71059,72637.83333333333,74216.66666666666,71059,38904,35822.0,39041.8
3110331,돌곶이역 8번,1188039,348499,348147.0833333333,347795.1666666666,348499,174512,163363.0,172263.4
3110330,돌곶이역 1번,962574,279605,274889.5,270174.0,279605,135607,136456.5,137931.8
3110329,우리은행체육관,589181,159489,172101.83333333334,184714.66666666663,159489,82689,85390.5,83680.0
3110328,상월곡역 3번,1074003,315900,315794.0,315688.0,315900,148773,157445.5,151822.2
3110327,상월곡역 2번,988506,317718,304010.6666666667,290303.3333333333,317718,140764,141010.5,141296.8
3110326,장위동성당,474893,122943,132189.41666666666,141435.8333333333,122943,62987,72504.5,65976.8
3110325,장곡초등학교,1090811,331378,336917.5,342457.0,331378,156387,159608.0,154319.2
3110324,월곡역 4번,129922,43040,39536.5,36033.0,43040,18614,17973.5,18794.8
3110323,상월곡역 1번,1357501,401344,409551.0833333333,417758.1666666666,401344,193298,198048.0,192281.2
3110322,장위1동주민센터,765394,198882,218817.16666666663,238752.3333333333,198882,104881,113724.0,107589.2
3110321,동덕여대,32392,7697,8935.666666666666,10174.333333333332,7697,4521,4891.0,4522.0
3110320,KB국민은행 종암동지점,189916,52652,52259.166666666664,51866.33333333333,52652,27269,26840.5,27247.0
3110319,종암동주민센터,1318691,402151,397509.9166666667,392868.8333333333,402151,182763,198531.5,184325.6
3110318,KT월곡지사,1300794,402449,383200.9166666667,363952.8333333333,402449,189638,180895.5,187801.2
