상권_코드,상권명,총_유동인구,야간_17_24시,야간_18_01시,야간_19_02시,최적야간구간_17-24시,최고요일_수,주말_평균,주중_평균
3001496,강남 마이스 관광특구,100649,26077,21762.583333333332,17448.166666666668,26077,15603,11061.0,15704.8
3001495,잠실 관광특구,4111537,1376101,1273661.25,1171221.5,1376101,571332,604754.0,580406.0
3001494,종로?청계 관광특구,8147936,2253271,1998879.3333333333,1744487.6666666665,2253271,1237661,894853.5,1271645.6
3001493,동대문패션타운 관광특구,3304504,1029812,967622.4166666666,905432.8333333333,1029812,503640,378593.5,509463.4
3001492,명동 남대문 북창동 다동 무교동 관광특구,6931325,1657878,1393889.5,1129901.0,1657878,1076686,686424.5,1111695.0
3001491,이태원 관광특구,2053162,664721,640991.9166666666,617262.8333333333,664721,271285,341245.5,274134.6
3130327,"평화시장(남평화시장, 제일평화시장, 신평화패션타운)",54429,15433,15371.583333333334,15310.166666666666,15433,8628,5597.0,8646.8
3130326,고덕 골목형상점가,95818,29568,28635.416666666668,27702.833333333332,29568,13566,13907.5,13600.4
3130325,명일전통시장,322930,105931,100670.66666666669,95410.33333333331,105931,45592,48421.0,45216.8
3130324,길동복조리시장,524309,148975,156270.25,163565.5,148975,74160,76075.0,74432.0
3130323,둔촌역전통시장,311047,91640,93009.5,94379.0,91640,43804,45727.0,43918.2
3130322,고분다리전통시장,156438,46928,47869.083333333336,48810.166666666664,46928,22024,23615.5,21841.6
3130321,장신구 특화거리 상점가,196830,57546,56184.666666666664,54823.33333333333,57546,28583,27698.5,28286.6
3130320,암사종합시장,199637,67345,62966.583333333336,58588.166666666664,67345,27943,29471.0,28139.2
3130319,성내전통시장,693015,203621,207676.91666666663,211732.8333333333,203621,95707,108917.0,95036.2
3130318,로데오거리상점가,502255,179059,163691.58333333334,148324.16666666666,179059,67350,79980.0,68459.0
3130317,마천중앙시장,644978,194499,195758.25,197017.5,194499,90156,98189.5,89719.8
3130316,마천시장,82759,24734,25208.0,25682.0,24734,11739,12226.0,11661.0
3130315,문정동 로데오거리 상점가(문정동 로데오거리),648458,189704,186483.5,183263.0,189704,95026,86097.0,95252.8
3130314,풍납시장,1263259,382806,382690.3333333333,382574.6666666666,382806,177246,189277.5,176940.2
3130313,방이시장,1043621,303266,311926.1666666667,320586.3333333333,303266,148726,150420.0,148555.8
3130312,석촌시장,275686,88717,84466.41666666667,80215.83333333333,88717,38587,40397.0,38978.8
3130311,새마을시장,1060122,352319,341076.8333333333,329834.6666666666,352319,146955,160471.0,147835.8
3130310,강남개포시장,242509,81453,70587.58333333333,59722.166666666664,81453,34847,34174.0,34832.4
3130309,은마종합상점가,24909,7243,6810.166666666667,6377.333333333333,7243,3966,2156.0,4119.6
3130308,청담삼익시장,19203,4505,4605.833333333333,4706.666666666666,4505,2937,2141.5,2984.2
3130307,도곡시장,83331,31679,27683.75,23688.5,31679,10849,14163.0,11001.0
3130306,강남언주로,260725,65243,65850.41666666667,66457.83333333333,65243,39959,30179.0,40073.2
3130305,논현종합시장,32381,8980,8469.916666666666,7959.833333333333,8980,4829,3961.0,4891.8
3130304,신사상가,20581,5294,5801.75,6309.5,5294,2995,2737.5,3021.0
3130303,영동전통시장,363862,125331,115683.5,106036.0,125331,53244,44626.5,54921.6
3130302,강남시장(강남구 강남시장),51455,16648,15077.25,13506.5,16648,7409,6454.0,7709.6
3130301,양재시장,57231,16458,15759.083333333334,15060.166666666666,16458,8781,6430.0,8874.0
3130296,남부종합시장,33896,9039,9794.75,10550.5,9039,4774,5035.5,4765.4
3130295,인헌시장(원당종합시장),252854,89942,85193.41666666667,80444.83333333333,89942,34811,38976.0,34980.6
3130294,관악중부시장,427953,127411,125028.0,122645.0,127411,59759,63285.0,60277.2
3130293,봉천중앙시장,122295,41011,36972.75,32934.5,41011,17021,18054.5,17237.2
3130292,봉천현대시장,108027,35500,32889.5,30279.0,35500,14786,17303.0,14684.2
3130291,봉천제일종합시장,24867,8017,7921.0,7825.0,8017,3426,3833.5,3439.8
3130290,영림시장,446546,147030,142937.5,138845.0,147030,63674,63862.5,63764.0
3130289,봉일시장,63780,21486,20948.416666666668,20410.833333333332,21486,8888,9625.0,8905.8
3130288,신림현대종합상가,15571,5200,4997.166666666667,4794.333333333333,5200,2110,2573.0,2084.8
3130287,삼성동 시장(삼성동시장),1150607,382648,368827.0,355006.0,382648,163418,166062.0,163696.6
3130286,신신림시장(삼성동시장),108052,36609,35456.5,34304.0,36609,15258,15757.5,15307.6
3130285,서원동상점가,961087,370494,342279.9166666667,314065.8333333333,370494,131903,151434.5,131644.0
3130284,관악종합시장(신원시장),67999,22463,21948.166666666668,21433.333333333332,22463,9175,11230.0,9108.0
3130283,신원시장,690867,245437,232767.41666666663,220097.8333333333,245437,93677,112784.5,93059.6
3130282,난곡 골목형상점가,90913,26237,26960.25,27683.5,26237,12862,13734.0,12689.0
3130281,우림시장,50318,15380,15690.333333333332,16000.666666666666,15380,6999,7796.5,6945.4
3130280,신림종합시장,35951,11055,11146.916666666666,11238.833333333332,11055,4850,5651.5,4929.4
3130279,관악신사시장,612185,178275,185870.91666666663,193466.8333333333,178275,85173,93047.5,85217.6
3130278,미성동 도깨비시장 골목형상점가,284280,86915,87145.75,87376.5,86915,39880,42578.5,39824.0
3130277,조원동 펭귄시장(신림중앙시장),187202,56202,56655.75,57109.5,56202,25954,28907.0,25877.4
3130276,신림중앙시장(조원동 펭귄시장),121181,33481,36885.833333333336,40290.666666666664,33481,17000,17981.0,17043.8
3130275,강남골목시장,452616,135442,137605.58333333334,139769.16666666666,135442,66413,60190.0,66446.8
3130274,사당1동먹자골목상점가(사당1동먹자골목),858460,343923,313285.0833333333,282647.1666666667,343923,118859,122976.0,122501.4
3130273,남성사계시장(남성시장),915451,314916,294394.75,273873.5,314916,126905,135737.5,128795.0
3130272,사당시장,32316,9492,9241.916666666666,8991.833333333332,9492,4540,4790.5,4547.2
3130271,남성역골목시장,497139,173715,164039.66666666666,154364.3333333333,173715,71246,73038.0,70212.4
3130270,흑석시장,71464,23696,21564.166666666668,19432.333333333332,23696,10321,9690.0,10416.4
3130269,강남시장(동작구 강남시장),43356,12888,12846.666666666666,12805.333333333332,12888,5990,6729.5,5979.0
3130268,상도전통시장,209993,66842,64780.083333333336,62718.166666666664,66842,28897,32349.0,29059.2
3130267,본동인정시장(기능상실),199810,45541,52211.0,58881.0,45541,28383,28669.5,28494.2
3130266,만양로상점가,105213,31971,31946.833333333332,31922.666666666664,31971,15191,14540.0,15226.2
3130265,노량진중앙시장,188950,60109,57296.25,54483.5,60109,27133,26301.5,27269.8
3130264,상도약수골목형상점가,164177,51570,47598.5,43627.0,51570,23256,24832.5,22902.0
3130263,신노량진시장(기능상실),17106,5465,5273.25,5081.5,5465,2343,2599.5,2381.8
3130262,상도도깨비 골목형상점가,146222,45244,45500.75,45757.5,45244,20084,22937.0,20069.6
3130261,성대전통시장(성대시장),280610,97565,92781.91666666669,87998.83333333333,97565,39220,41438.0,39547.0
3130260,신대방1동골목상권,141758,39842,40941.333333333336,42040.666666666664,39842,19821,22005.5,19549.2
3130259,대신시장,32584,10093,10053.583333333334,10014.166666666666,10093,4566,4821.5,4588.8
3130258,영진시장A동,37321,11228,11327.0,11426.0,11228,5198,5774.0,5155.0
3130257,영등포시장기계공구상가,178517,50544,52292.416666666664,54040.83333333333,50544,24495,27378.5,24752.0
3130256,신동시장,131219,40084,40216.083333333336,40348.166666666664,40084,18443,19077.5,18612.8
3130255,영등포전통시장,678768,199766,196835.33333333337,193904.66666666663,199766,94382,101797.0,95035.0
3130254,남서울상가,49701,15060,14482.583333333334,13905.166666666666,15060,6912,7457.5,6957.2
3130253,영신상가(제일상가),55594,17593,16828.333333333332,16063.666666666666,17593,7507,8719.5,7631.6
3130250,삼구시장(로타리상가),56488,17945,17165.916666666668,16386.833333333332,17945,7599,8909.0,7733.8
3130249,동남상가,52346,15567,15159.5,14752.0,15567,7337,7749.5,7369.4
3130248,영등포역지하도상점가,118246,37623,35586.416666666664,33549.833333333336,37623,16164,17735.0,16555.2
3130247,우리시장,219914,63892,67097.16666666667,70302.33333333333,63892,31718,33085.0,30748.6
3130246,영등포청과시장(조광시장),1367856,362248,367805.75,373363.5,362248,200270,184438.0,199796.6
3130245,영일시장,301724,86048,75986.75,65925.5,86048,42932,42020.5,43537.4
3130244,대림중앙시장,344427,106251,106427.91666666669,106604.83333333331,106251,47943,53186.5,47610.8
3130243,도림시장,51742,15201,16109.333333333332,17017.666666666664,15201,7396,7574.5,7318.6
3130242,대림중앙 골목형상점가,298853,93190,92855.91666666669,92521.83333333331,93190,41879,46290.0,41255.0
3130241,선유도역 골목형상점가,263592,72799,70881.83333333333,68964.66666666666,72799,39763,32057.0,39895.6
3130240,영등포유통상가,32011,8976,8563.166666666666,8150.333333333333,8976,4765,3949.0,4822.4
3130239,양남시장,25200,6652,6394.333333333333,6136.666666666666,6652,3755,3071.0,3811.4
3130238,은행나무시장,397588,123973,120860.25,117747.5,123973,55684,61280.0,55006.2
3130237,박미시장(기능상실),5744,1810,1806.4166666666667,1802.8333333333333,1810,889,711.0,864.6
3130236,비단길현대시장(현대시장),510728,157682,160454.58333333334,163227.16666666666,157682,71917,76733.0,71452.0
3130235,대명여울빛거리시장(대명시장),225761,84863,75485.41666666667,66107.83333333333,84863,32412,31899.0,32392.6
3130234,푸른터시장(기능상실),7779,2540,2594.5,2649.0,2540,1072,1210.5,1071.8
3130233,남문시장,134039,39860,41161.666666666664,42463.33333333333,39860,18914,19769.5,18900.2
3130232,독산동 맛나는거리상점가(독산동 맛나는거리),150315,49682,47205.833333333336,44729.666666666664,49682,20904,22497.0,21063.8
3130231,독산동 우시장,189181,55181,54703.583333333336,54226.166666666664,55181,27397,26341.0,27300.4
3130230,가리봉시장,122220,37215,35847.583333333336,34480.166666666664,37215,17416,17974.5,17254.0
3130229,남구로시장,726386,224456,217828.33333333337,211200.66666666663,224456,104589,102092.5,104440.4
3130228,구로시장,1046207,309149,291904.6666666667,274660.3333333333,309149,150958,144335.0,151507.6
3130227,고척골목시장상점가(그라운드 고척),83157,26108,24685.5,23263.0,26108,11528,12640.5,11575.0
3130226,고척프라자,31348,10034,9740.333333333334,9446.666666666666,10034,4307,4848.5,4330.2
3130225,개봉중앙시장,448209,140743,140755.66666666666,140768.3333333333,140743,61710,70246.5,61542.8
3130224,개봉프라자(고척근린시장),8195,2696,2540.0833333333335,2384.1666666666665,2696,1160,1230.5,1146.2
3130223,고척근린시장,255617,80502,77249.58333333333,73997.16666666666,80502,35239,38846.0,35585.4
3130222,오류시장,272096,90304,85940.25,81576.5,90304,38816,40451.0,38238.6
3130221,"남부골목시장(남부화곡시장, 남부시장)",582963,191274,186316.16666666663,181358.3333333333,191274,80348,89812.0,80667.8
3130220,등마루시장,43776,11625,12743.583333333332,13862.166666666666,11625,6096,6750.5,6055.0
3130219,까치산시장,681043,242960,227016.33333333337,211072.66666666663,242960,97125,98489.5,96812.8
3130218,신월중앙시장,58797,18536,16851.25,15166.5,18536,8387,8457.5,8376.2
3130217,화곡본동시장,210158,71004,68262.58333333333,65521.166666666664,71004,29488,31015.0,29626.0
3130216,화곡중앙시장,266524,84226,83683.16666666667,83140.33333333333,84226,37735,39795.0,37387.2
3130215,대원종합시장,45418,15487,14553.25,13619.5,15487,6484,6785.0,6369.4
3130214,송화벽화시장(송화골목시장),69707,21218,20946.083333333332,20674.166666666664,21218,9905,9679.5,10069.8
3130213,방신전통시장,194295,64291,60670.916666666664,57050.83333333333,64291,27369,28341.5,27522.6
3130212,공항시장,360184,103447,103849.33333333331,104251.66666666666,103447,50990,53261.5,50732.2
3130211,신정2동 골목시장(오목교중앙시장),402433,121026,120988.41666666666,120950.83333333331,121026,54072,64025.0,54876.6
3130210,목2동시장,416171,130467,130523.83333333331,130580.66666666666,130467,57701,63294.5,57916.4
3130209,목사랑시장(목4동시장),321088,92765,95161.16666666669,97557.33333333331,92765,45101,47827.0,45086.8
3130208,목동깨비시장(목3동시장),352101,115527,111124.41666666669,106721.83333333331,115527,49362,52002.5,49619.0
3130207,신정1동 골목시장(신정제일시장),77984,26218,23996.25,21774.5,26218,10851,11586.5,10962.2
3130206,신정3동 골목시장,55270,19156,17523.666666666668,15891.333333333332,19156,8168,7463.5,8068.6
3130205,신곡종합시장(신월6동 골목시장),37615,12376,11975.666666666666,11575.333333333332,12376,5335,5638.0,5267.6
3130204,경창시장,193278,60917,60681.83333333333,60446.666666666664,60917,27778,28056.5,27433.4
3130203,서서울 골목형상점가,83352,27371,26995.416666666668,26619.833333333332,27371,11422,13071.0,11441.6
3130202,신영시장,132586,42622,41553.833333333336,40485.666666666664,42622,18511,19907.5,18554.0
3130201,월정로시장,224955,65865,67810.08333333333,69755.16666666666,65865,31747,34227.0,31300.4
3130200,"신월7동 골목시장(약수시장, 우성상가)",61911,22959,20796.833333333332,18634.666666666668,22959,8687,9341.5,8645.8
3130199,신월3동 골목시장,292977,80582,83331.25,86080.5,80582,41445,43407.5,41232.6
3130198,아현시장,350941,104519,100584.75,96650.5,104519,49594,50066.0,50161.6
3130197,마포시장,98703,30480,26882.166666666668,23284.333333333332,30480,15127,10689.0,15465.4
3130196,공덕시장,40738,12537,11024.5,9512.0,12537,6208,4443.5,6370.0
3130195,도화동 상점가,1591965,548513,494683.5,440854.0,548513,224399,223246.0,229095.0
3130194,용강동 상점가,433689,127909,125254.66666666666,122600.33333333331,127909,62596,58838.0,63202.6
3130193,신수시장,60949,18156,17861.25,17566.5,18156,8671,8955.0,8607.6
3130192,동진시장,44375,13657,13713.0,13769.0,13657,5998,7165.5,6008.8
3130191,홍대 걷고싶은 거리,552128,216359,186346.91666666663,156334.83333333334,216359,72493,88656.0,74963.6
3130190,홍대소상공인상점가,511064,210961,188088.75,165216.5,210961,64433,90759.5,65908.8
3130189,서교시장,73989,30923,27093.083333333332,23263.166666666668,30923,9383,13047.0,9578.8
3130188,합정시장,42246,14690,13429.583333333334,12169.166666666666,14690,5872,6074.5,6019.6
3130187,영진시장,46889,13898,13202.333333333334,12506.666666666666,13898,6988,5677.5,7107.0
3130186,망원시장,262768,82131,80018.66666666667,77906.33333333333,82131,35497,42457.0,35570.6
3130185,망원월드컵시장,227910,72774,70954.08333333333,69134.16666666666,72774,31469,34983.0,31589.0
3130184,마포농수산물시장,5809,1556,1251.5833333333333,947.1666666666666,1556,702,1194.0,683.8
3130183,상암동상점가,1161675,385255,360381.9166666667,335508.8333333333,385255,171852,142946.5,175156.4
3130182,영천시장,338899,108884,99875.5,90867.0,108884,48980,45963.5,49394.4
3130181,아현가구거리상점가,2245090,525801,509781.6666666666,493762.3333333333,525801,357873,220093.0,360980.8
3130180,포방터시장,216864,64988,64279.5,63571.0,64988,29726,34361.5,29627.8
3130179,"이화여대 3,5,7길 상점가",1008958,282452,279788.1666666667,277124.3333333333,282452,145563,136059.0,147368.0
3130178,이대 앞 스타트업 상점가,47916,12580,11906.0,11232.0,12580,7552,5206.0,7500.8
3130177,인왕시장(홍제골목형상점가),27687,9796,8712.833333333334,7629.666666666666,9796,3896,3963.0,3952.8
3130176,유진상가,19616,6811,6076.083333333333,5341.166666666667,6811,2767,2878.5,2771.6
3130175,신촌 상인회(신촌상점가),64420,22480,20519.083333333332,18558.166666666668,22480,8795,9574.0,9054.4
3130174,연희사러가,34112,10924,10223.0,9522.0,10924,4757,5081.0,4790.4
3130173,백련시장,65737,20288,19850.25,19412.5,20288,9227,9931.5,9175.4
3130172,모래내시장(서중시장),189092,61008,56671.833333333336,52335.666666666664,61008,26253,27843.5,26680.6
3130171,불광먹자골목 골목형상점가,219890,71757,68456.33333333333,65155.666666666664,71757,30757,32954.5,30796.4
3130170,제일시장,85510,29127,26104.5,23082.0,29127,12025,12624.0,12052.4
3130169,대조시장,721759,222645,222852.83333333337,223060.66666666663,222645,102018,105345.5,102214.0
3130168,연서시장,193221,62833,59817.416666666664,56801.83333333333,62833,26575,29261.0,26940.0
3130167,연신내상점가(연빛거리),1052577,389963,353220.5,316478.0,389963,146012,155669.5,148248.0
3130166,응암시장(신응암시장),42518,13294,13062.833333333334,12831.666666666666,13294,5946,6357.5,5960.2
3130165,"대림골목시장(대림시장, 양지시장)",187293,59937,57451.166666666664,54965.33333333333,59937,25547,28811.0,25934.4
3130164,역촌중앙시장,53323,16002,16758.75,17515.5,16002,7506,7834.0,7530.4
3130163,응암오거리상점가,441849,136977,136140.83333333334,135304.66666666666,136977,61659,66577.0,61739.0
3130162,증산골목시장,81969,25055,25062.166666666668,25069.333333333332,25055,11591,12319.5,11466.6
3130161,증산종합시장,17127,4852,5151.083333333333,5450.166666666666,4852,2487,2377.0,2474.8
3130160,수일시장,23210,6896,6919.083333333333,6942.166666666666,6896,3285,3372.0,3293.4
3130159,공릉동 도깨비시장,662267,188670,195791.08333333337,202912.16666666663,188670,92291,99630.0,92601.4
3130158,상계역전종합상가,162594,53274,52093.75,50913.5,53274,22509,24136.5,22864.4
3130157,상계중앙시장,1001529,295137,295938.6666666667,296740.3333333333,295137,139079,152860.5,139161.6
3130156,시영2단지 무지개종합상가(중계 무지개2단지아파트상가),62510,18108,18298.75,18489.5,18108,8586,9729.0,8610.6
3130155,시영B상가(중계 그린아파트 B 상가),56460,17142,16036.916666666666,14931.833333333332,17142,7576,9393.0,7534.8
3130154,상계주공1단지(가)상가,12096,3324,3722.5,4121.0,3324,1777,1628.5,1767.8
3130153,창동역상점가,195262,62289,54092.583333333336,45896.166666666664,62289,26273,30774.5,26742.8
3130152,오!도봉거리 상점가,107821,38271,34840.916666666664,31410.833333333332,38271,15233,16178.5,15092.8
3130151,신도봉시장,42217,13667,13199.75,12732.5,13667,5972,6373.0,5893.8
3130150,창동골목시장,259305,79618,78512.0,77406.0,79618,36605,38661.0,36396.4
3130149,창동신창시장,731595,209040,218648.91666666663,228257.8333333333,209040,103868,107304.5,103397.6
3130148,방학동도깨비시장,249776,79707,78652.41666666667,77597.83333333333,79707,35150,36833.0,35222.0
3130147,쌍문역동측상점가,511356,156421,151916.83333333334,147412.66666666666,156421,72296,74601.0,72431.0
3130146,쌍문시장(쌍문역골목시장),1496062,453603,451169.4166666667,448735.8333333333,453603,213580,213000.5,214012.0
3130145,쌍문역둘리상점가,177947,57937,55202.0,52467.0,57937,24993,26493.5,24992.2
3130144,백운시장,72784,19394,21167.583333333332,22941.166666666664,19394,10263,10835.0,10222.8
3130143,방천골목시장,262655,82357,81009.08333333333,79661.16666666666,82357,37171,38059.5,37307.6
3130142,강북북부시장,22092,7049,6716.583333333333,6384.166666666666,7049,3100,3339.0,3082.4
3130141,강북북부골목시장,227804,67023,67331.66666666667,67640.33333333333,67023,32661,33431.0,32188.4
3130140,숭인시장,49480,15348,13691.5,12035.0,15348,7037,6797.5,7177.2
3130139,강북종합전통시장(강북종합골목시장),641665,195029,198710.58333333337,202392.16666666663,195029,91434,92956.5,91150.8
3130138,수유프라자,24617,7594,7067.0,6540.0,7594,3501,3529.0,3511.8
3130137,"수유전통시장(수유시장, 수유골목시장)",205598,59097,57895.75,56694.5,59097,28776,30783.5,28806.0
3130136,수유재래시장,117963,30727,32972.5,35218.0,30727,16869,16842.0,16855.8
3130135,수유중앙골목시장(수유중앙시장),254404,80479,80761.5,81044.0,80479,35504,38685.0,35406.8
3130134,"솔샘시장(미아6,7동골목시장)",82278,27220,23790.916666666668,20361.833333333332,27220,11396,12447.5,11476.6
3130133,우이골목시장(우이시장),329390,100704,99925.83333333331,99147.66666666666,100704,45722,51035.0,45463.8
3130132,삼양골목시장(삼양시장),176769,54773,55290.75,55808.5,54773,24906,26867.0,24607.2
3130131,동북프라자,59091,17411,17789.416666666668,18167.833333333332,17411,8448,8339.5,8482.2
3130130,수유북부골목시장,3330,1405,1261.3333333333333,1117.6666666666667,1405,426,480.5,473.8
3130129,장미원골목시장,305261,93933,92993.33333333331,92053.66666666666,93933,42172,47861.5,41907.0
3130128,돌곶이시장(석관황금시장),488914,131511,143450.58333333334,155390.16666666666,131511,69317,70941.0,69406.8
3130127,석관시장,76966,21965,22924.25,23883.5,21965,10997,11096.0,10955.4
3130126,새석관시장,38627,11643,11436.833333333334,11230.666666666666,11643,5428,5733.5,5432.0
3130125,장위전통시장,343428,100436,102192.83333333331,103949.66666666666,100436,49052,50431.5,48512.4
3130124,번동시장,27058,8622,8474.916666666666,8327.833333333332,8622,3802,4043.5,3794.2
3130123,꿈의숲 장곡 골목형상점가,109561,34362,34264.083333333336,34166.166666666664,34362,15183,16901.5,15151.8
3130122,밤나무골시장,53268,16959,15568.083333333334,14177.166666666666,16959,7693,7501.5,7652.6
3130121,길음시장,45670,14723,14071.75,13420.5,14723,6467,6511.5,6529.0
3130120,돈암시장(돈암제일시장),629113,237549,214379.75,191210.5,237549,85629,94333.5,88089.2
3130119,정릉아리랑시장,213211,65123,65171.416666666664,65219.83333333333,65123,30143,31994.5,29844.2
3130118,정릉골 골목형상점가,188773,54603,55233.83333333333,55864.666666666664,54603,27255,27229.0,26862.8
3130117,정릉시장,417276,143846,135145.91666666666,126445.83333333331,143846,56610,65419.5,57287.2
3130116,동성타워프라자,27257,8020,8379.166666666666,8738.333333333332,8020,3878,3989.5,3855.2
3130115,우림골목시장,937112,298726,291151.0,283576.0,298726,128980,145548.0,129203.0
3130114,유영시장,29477,8446,8335.666666666666,8225.333333333332,8446,4369,3969.5,4307.8
3130113,신아타운,49743,16162,15589.416666666666,15016.833333333332,16162,7269,6886.5,7194.0
3130112,사가정시장,965050,320860,307071.75,293283.5,320860,135879,141524.0,136400.8
3130111,"동원전통종합시장(동원시장, 동원전통시장 상점가)",1085881,352893,341159.0,329425.0,352893,152489,160085.5,153142.0
3130110,면목골목시장(면목시장),370818,116072,115146.08333333331,114220.16666666666,116072,52119,54688.0,52288.2
3130109,묵1동도깨비시장,94656,32632,29972.416666666668,27312.833333333332,32632,12482,16081.0,12498.8
3130108,태능엔터피아(태릉시장),47154,13390,13769.0,14148.0,13390,6777,6682.5,6757.8
3130107,중랑동부시장(중랑교종합상가),38901,12957,12717.75,12478.5,12957,5466,5787.0,5465.4
3130106,중랑동부시장,881759,283138,278006.75,272875.5,283138,125513,128315.0,125026.0
3130105,장미제일시장(중화동제일시장),355290,107113,107329.58333333331,107546.16666666666,107113,49752,54149.5,49398.2
3130104,전곡시장,73221,20843,21491.666666666668,22140.333333333332,20843,10348,10859.5,10300.8
3130103,이경시장,118595,34527,35751.166666666664,36975.33333333333,34527,16463,18232.5,16426.2
3130102,이문제일시장,44557,13584,14212.416666666666,14840.833333333332,13584,6137,6738.0,6216.2
3130101,답십리현대시장,481344,153400,145823.08333333334,138246.16666666666,153400,67525,72866.5,67122.4
3130100,답십리시장,252430,76231,74044.66666666667,71858.33333333333,76231,35591,37377.0,35535.2
3130099,전농로터리시장,365181,121590,112721.16666666669,103852.33333333331,121590,53373,49949.0,53056.4
3130098,회기시장,247979,80172,75893.75,71615.5,80172,35787,34655.0,35733.6
3130097,답십리 건축자재시장,768209,225078,230476.3333333333,235874.66666666663,225078,109514,109961.5,109656.8
3130096,동부시장,73417,22361,21112.416666666668,19863.833333333332,22361,10754,9817.5,10756.8
3130095,청량리전통시장,544569,163188,147927.08333333334,132666.16666666666,163188,74886,79577.5,77083.2
3130094,청량리청과물시장,201415,59015,53942.25,48869.5,59015,27872,28819.5,28754.8
3130093,동서시장,75013,20076,18395.166666666668,16714.333333333332,20076,10395,10524.0,10792.8
3130092,청량리농수산물시장,415401,110506,102147.33333333331,93788.66666666666,110506,57368,59833.0,59147.4
3130091,청량종합도매시장,547967,148877,136895.83333333334,124914.66666666666,148877,75692,78560.5,78169.4
3130090,청량리종합시장,369101,96191,89206.0,82221.0,96191,51095,52675.0,52750.2
3130089,청량리수산시장,95240,29174,28309.333333333332,27444.666666666664,29174,13596,13431.5,13675.2
3130088,경동시장,56369,14298,13389.0,12480.0,14298,7848,8157.0,8011.0
3130087,경동광성상가(경동시장),106068,25409,24213.083333333332,23017.166666666664,25409,14661,15663.5,14948.2
3130086,서울약령시장,1346726,354359,335179.5833333333,316000.1666666666,354359,192212,183550.5,195924.4
3130085,용두시장,53113,15382,14847.0,14312.0,15382,7840,6916.5,7855.4
3130084,신성시장(신성골목시장),272729,80944,83022.58333333333,85101.16666666666,80944,38711,40218.0,38458.4
3130083,"중곡제일시장(중곡제일골목시장, 광성시장)",317900,99218,97272.5,95327.0,99218,43758,48047.5,44361.0
3130082,면곡골목시장,77513,25917,25110.5,24304.0,25917,10870,11989.0,10707.0
3130081,자양골목전통시장(자양골목시장),691083,208370,209393.08333333337,210416.16666666663,208370,95830,104454.0,96435.2
3130080,자양종합시장(기능상실),50194,16623,16041.583333333334,15460.166666666666,16623,7013,7657.0,6976.0
3130079,한아름시장,110855,43720,41658.25,39596.5,43720,14938,17503.0,15170.2
3130078,화양제일골목시장,212595,77614,75776.16666666667,73938.33333333333,77614,29199,32977.0,29328.2
3130077,조양시장,53273,17491,16776.166666666668,16061.333333333332,17491,7407,8025.0,7444.6
3130076,능동로골목시장,227386,73180,70013.41666666667,66846.83333333333,73180,31816,34222.0,31788.6
3130075,노룬산시장(노룬산골목시장),163885,51042,49955.416666666664,48868.83333333333,51042,22629,24911.0,22812.6
3130074,영동교골목시장,375190,108500,113185.58333333331,117871.16666666666,108500,52594,56176.5,52567.6
3130073,뚝도시장,533217,161959,159727.75,157496.5,161959,77132,73189.0,77367.8
3130072,성동용답상가시장,892901,259146,267383.9166666667,275621.8333333333,259146,126161,132909.5,125416.4
3130071,성수역 골목형상점가,51277,15365,13358.166666666666,11351.333333333334,15365,7876,5443.0,8078.2
3130070,뚝섬역상점가,508181,140181,133799.83333333334,127418.66666666666,140181,77835,58522.0,78227.0
3130069,"한양대앞상점가(한양시장, 왕십리맛골목)",593529,201345,195738.16666666663,190131.3333333333,201345,84594,81445.5,86128.0
3130068,마장축산물시장,909820,249522,240479.83333333337,231437.66666666663,249522,134411,119485.0,134170.0
3130067,왕십리도선동상점가,1193553,348698,353497.3333333333,358296.6666666666,348698,166414,175641.5,168454.2
3130066,행당시장상점가,839427,275246,266616.0833333333,257986.16666666663,275246,116517,124862.0,117940.6
3130065,무학봉상점가,1021306,305727,312178.25,318629.5,305727,141379,154364.0,142516.0
3130064,금남시장,433073,141045,136643.41666666666,132241.8333333333,141045,60061,66337.0,60079.8
3130063,신금호역 골목형상점가,134071,41379,39814.416666666664,38249.83333333333,41379,18698,20292.5,18697.0
3130062,보광시장,14414,4316,4384.583333333333,4453.166666666666,4316,2016,2124.5,2033.0
3130061,이태원시장,76590,26328,23933.583333333332,21539.166666666668,26328,10717,11404.0,10756.0
3130060,신흥시장,394814,127338,123238.58333333331,119139.16666666666,127338,54082,61560.5,54338.4
3130059,후암시장,170782,64868,59456.166666666664,54044.33333333333,64868,24123,25437.0,23981.6
3130058,이촌종합시장,125932,38383,36811.0,35239.0,38383,18378,17025.0,18376.6
3130057,만리시장,18824,5932,5796.5,5661.0,5932,2707,2682.0,2691.8
3130056,용산용문시장,477799,149548,142846.75,136145.5,149548,68415,66515.5,68954.0
3130055,"황학시장(서울중앙시장, 신중앙시장)",1045720,307472,310265.0833333333,313058.1666666666,307472,149345,146591.0,150507.6
3130054,황학동주방가구거리상점가,1332379,354823,373508.4166666666,392193.8333333333,354823,183916,204159.0,184812.6
3130053,백학시장,628569,214596,197687.33333333337,180778.66666666663,214596,87856,90662.0,89449.2
3130052,서울중앙시장(신중앙시장),1734256,535848,520840.75,505833.5,535848,244967,243140.5,249595.2
3130051,동화동 골목형상점가,1476028,454886,433809.4166666667,412732.8333333333,454886,212851,204292.0,213488.4
3130050,청평화시장,54136,15409,15508.666666666666,15608.333333333332,15409,8571,5585.5,8592.8
